Year,Month,Day,Hour,air_temp,windspeed,winddir,pressure,humidity,rainfall,fog,AOD
2010.00,7.00000,16.0000,21.0000,29.5000,0.640000,100.930,974.510,83.9200,672.000,128.000,-999.000
2010.00,7.00000,16.0000,22.0000,29.0600,1.71000,106.790,974.610,85.9700,672.000,128.000,-999.000
2010.00,7.00000,16.0000,23.0000,28.9600,0.0500000,191.840,974.710,86.9500,672.000,128.000,-999.000
2010.00,7.00000,17.0000,0.000000,28.8600,0.150000,88.7100,975.680,87.9300,672.000,128.000,-999.000
2010.00,7.00000,17.0000,1.00000,28.9600,0.0500000,145.890,976.080,87.9300,672.000,128.000,-999.000
2010.00,7.00000,17.0000,2.00000,29.4000,0.440000,113.640,976.370,85.9700,672.000,128.000,-999.000
2010.00,7.00000,17.0000,3.00000,29.9900,0.150000,46.6800,976.560,85.0000,672.000,128.000,-999.000
2010.00,7.00000,17.0000,4.00000,29.2500,0.0500000,358.990,976.660,86.9500,676.000,128.000,-999.000
2010.00,7.00000,17.0000,5.00000,30.6700,0.540000,87.7300,976.660,87.9300,679.000,128.000,-999.000
2010.00,7.00000,17.0000,6.00000,32.3800,0.540000,162.510,976.660,78.9300,679.000,128.000,-999.000
2010.00,7.00000,17.0000,7.00000,33.5500,0.340000,176.690,976.170,74.9300,679.000,128.000,-999.000
2010.00,7.00000,17.0000,8.00000,34.1900,0.150000,104.840,975.390,68.9600,679.000,128.000,-999.000
2010.00,7.00000,17.0000,9.00000,34.1900,0.240000,263.690,974.510,68.9600,679.000,128.000,-999.000
2010.00,7.00000,17.0000,10.0000,33.0600,1.12000,134.650,973.530,72.9700,679.000,128.000,-999.000
2010.00,7.00000,17.0000,11.0000,32.0900,0.440000,109.730,973.340,77.9600,679.000,128.000,-999.000
2010.00,7.00000,17.0000,12.0000,31.3500,0.540000,63.7800,973.920,78.9300,679.000,128.000,-999.000
2010.00,7.00000,17.0000,13.0000,30.7700,0.340000,185.970,974.120,78.9300,679.000,128.000,-999.000
2010.00,7.00000,17.0000,14.0000,29.9900,0.340000,151.760,974.510,80.9900,679.000,128.000,-999.000
2010.00,7.00000,17.0000,15.0000,29.5900,0.340000,281.770,975.390,82.9400,679.000,128.000,-999.000
2010.00,7.00000,17.0000,16.0000,29.2500,0.340000,112.660,975.980,85.0000,679.000,128.000,-999.000
2010.00,7.00000,17.0000,17.0000,29.0600,0.0500000,358.990,976.270,85.9700,679.000,128.000,-999.000
2010.00,7.00000,17.0000,18.0000,28.6700,0.0500000,325.760,976.470,86.9500,679.000,128.000,-999.000
2010.00,7.00000,17.0000,19.0000,28.6700,0.0500000,358.990,976.170,87.9300,679.000,128.000,-999.000
2010.00,7.00000,17.0000,20.0000,28.3700,0.240000,279.810,976.080,87.9300,679.000,128.000,-999.000
2010.00,7.00000,17.0000,21.0000,28.3700,0.0500000,71.6000,975.780,88.9100,679.000,128.000,-999.000
2010.00,7.00000,17.0000,22.0000,28.2700,0.0500000,358.990,975.390,88.9100,679.000,128.000,-999.000
2010.00,7.00000,17.0000,23.0000,28.1800,0.0500000,358.990,975.680,89.9800,679.000,128.000,-999.000
2010.00,7.00000,18.0000,2.00000,28.6700,0.150000,95.5500,975.980,88.9100,679.000,128.000,-999.000
2010.00,7.00000,18.0000,3.00000,28.9600,0.240000,129.770,975.880,87.9300,679.000,128.000,-999.000
2010.00,7.00000,18.0000,4.00000,29.6900,0.340000,99.9500,975.680,85.9700,679.000,128.000,-999.000
2010.00,7.00000,18.0000,5.00000,32.1800,0.0500000,358.990,975.290,81.9600,679.000,128.000,-999.000
2010.00,7.00000,18.0000,6.00000,33.3600,0.0500000,358.990,974.900,76.9800,679.000,128.000,-999.000
2010.00,7.00000,18.0000,7.00000,34.1900,0.0500000,239.740,974.220,72.9700,679.000,128.000,-999.000
2010.00,7.00000,18.0000,8.00000,35.0700,0.240000,76.9800,973.040,66.9100,679.000,128.000,-999.000
2010.00,7.00000,18.0000,9.00000,36.3900,0.0500000,358.990,972.070,63.9800,679.000,128.000,-999.000
2010.00,7.00000,18.0000,11.0000,37.3700,0.0500000,358.990,970.210,59.9700,679.000,128.000,-999.000
2010.00,7.00000,18.0000,12.0000,35.9000,0.0500000,358.990,970.210,62.9000,679.000,128.000,-999.000
2010.00,7.00000,18.0000,13.0000,34.2900,0.0500000,358.990,970.110,67.9900,679.000,128.000,-999.000
2010.00,7.00000,18.0000,14.0000,33.5500,0.0500000,104.840,971.380,69.9400,679.000,128.000,-999.000
2010.00,7.00000,18.0000,15.0000,32.5800,0.150000,183.530,971.970,69.9400,679.000,128.000,-999.000
2010.00,7.00000,18.0000,16.0000,31.9900,0.0500000,358.990,972.360,70.9200,679.000,128.000,-999.000
2010.00,7.00000,18.0000,17.0000,32.2800,0.0500000,358.990,972.560,72.9700,679.000,128.000,-999.000
2010.00,7.00000,18.0000,18.0000,31.8900,0.0500000,358.990,972.170,73.9500,679.000,128.000,-999.000
2010.00,7.00000,18.0000,19.0000,31.6000,0.540000,123.900,971.580,71.9900,679.000,128.000,-999.000
2010.00,7.00000,18.0000,20.0000,30.8700,0.0500000,151.760,971.090,72.9700,679.000,128.000,-999.000
2010.00,7.00000,18.0000,21.0000,30.3800,0.150000,138.560,970.110,74.9300,679.000,128.000,-999.000
2010.00,7.00000,18.0000,22.0000,30.3800,0.540000,86.7500,970.500,74.9300,679.000,128.000,-999.000
2010.00,7.00000,18.0000,23.0000,30.0800,0.0500000,358.990,970.210,75.9000,679.000,128.000,-999.000
2010.00,7.00000,19.0000,0.000000,29.7900,0.0500000,358.990,971.580,77.9600,679.000,128.000,-999.000
2010.00,7.00000,19.0000,1.00000,29.5000,0.0500000,358.990,971.770,80.9900,679.000,128.000,-999.000
2010.00,7.00000,19.0000,2.00000,29.8900,0.0500000,87.7300,972.070,79.9100,679.000,128.000,-999.000
2010.00,7.00000,19.0000,3.00000,30.4700,0.730000,92.6200,972.260,76.9800,679.000,128.000,-999.000
2010.00,7.00000,19.0000,4.00000,30.5700,0.0500000,358.990,972.260,77.9600,679.000,128.000,-999.000
2010.00,7.00000,19.0000,5.00000,30.1800,0.150000,117.550,972.360,81.9600,679.000,128.000,-999.000
2010.00,7.00000,19.0000,6.00000,30.5700,0.540000,84.8000,972.460,79.9100,679.000,128.000,-999.000
2010.00,7.00000,19.0000,7.00000,30.8700,0.640000,85.7800,971.870,77.9600,679.000,128.000,-999.000
2010.00,7.00000,19.0000,8.00000,31.1600,0.150000,101.910,971.480,76.9800,679.000,128.000,-999.000
2010.00,7.00000,19.0000,9.00000,31.2600,0.0500000,292.520,970.800,76.9800,679.000,128.000,-999.000
2010.00,7.00000,19.0000,10.0000,31.7000,0.150000,144.920,970.110,74.9300,679.000,128.000,-999.000
2010.00,7.00000,19.0000,11.0000,29.8900,0.150000,334.560,970.110,81.9600,679.000,128.000,-999.000
2010.00,7.00000,19.0000,12.0000,28.7600,1.22000,131.720,970.410,81.9600,679.000,128.000,-999.000
2010.00,7.00000,19.0000,13.0000,28.1800,0.830000,117.550,970.410,85.0000,679.000,128.000,-999.000
2010.00,7.00000,19.0000,14.0000,27.9800,0.930000,151.760,971.480,85.0000,679.000,128.000,-999.000
2010.00,7.00000,19.0000,16.0000,27.9800,1.32000,94.5700,972.750,86.9500,679.000,128.000,-999.000
2010.00,7.00000,19.0000,17.0000,27.6900,0.0500000,358.990,974.020,86.9500,679.000,128.000,-999.000
2010.00,7.00000,19.0000,18.0000,26.0800,0.240000,299.850,973.830,89.9800,679.000,128.000,-999.000
2010.00,7.00000,19.0000,19.0000,26.3700,0.0500000,358.990,972.650,89.9800,679.000,128.000,-999.000
2010.00,7.00000,19.0000,20.0000,25.9800,0.440000,121.950,972.650,88.9100,679.000,128.000,-999.000
2010.00,7.00000,19.0000,21.0000,25.9800,0.540000,222.630,972.260,88.9100,679.000,128.000,-999.000
2010.00,7.00000,19.0000,22.0000,25.4900,0.340000,140.520,972.460,89.9800,679.000,128.000,-999.000
2010.00,7.00000,19.0000,23.0000,25.2900,0.640000,80.8900,972.650,90.9600,679.000,128.000,-999.000
2010.00,7.00000,20.0000,0.000000,24.7600,0.540000,154.690,972.750,91.9400,682.000,128.000,-999.000
2010.00,7.00000,20.0000,1.00000,24.7600,0.0500000,358.990,973.630,92.9100,684.000,128.000,-999.000
2010.00,7.00000,20.0000,2.00000,24.9500,0.240000,105.820,973.920,93.9900,688.000,128.000,-999.000
2010.00,7.00000,20.0000,3.00000,25.2900,0.150000,116.570,974.220,93.9900,689.000,128.000,-999.000
2010.00,7.00000,20.0000,4.00000,25.9800,0.0500000,358.990,974.710,93.9900,689.000,128.000,-999.000
2010.00,7.00000,20.0000,5.00000,26.4700,0.0500000,358.990,975.290,92.9100,689.000,128.000,-999.000
2010.00,7.00000,20.0000,6.00000,25.1000,0.340000,273.950,975.880,92.9100,726.000,128.000,-999.000
2010.00,7.00000,20.0000,7.00000,24.8500,0.0500000,358.990,975.390,93.9900,730.000,128.000,-999.000
2010.00,7.00000,20.0000,8.00000,25.3900,0.0500000,358.990,974.800,94.9700,734.000,128.000,-999.000
2010.00,7.00000,20.0000,9.00000,26.2700,0.0500000,358.990,974.320,94.9700,735.000,128.000,-999.000
2010.00,7.00000,20.0000,10.0000,27.6900,0.0500000,287.630,973.440,94.9700,735.000,128.000,-999.000
2010.00,7.00000,20.0000,11.0000,28.8600,0.150000,323.800,973.440,90.9600,735.000,128.000,-999.000
2010.00,7.00000,20.0000,12.0000,28.5700,0.0500000,358.990,973.630,89.9800,735.000,128.000,-999.000
2010.00,7.00000,20.0000,13.0000,28.2700,0.0500000,358.990,973.240,89.9800,735.000,128.000,-999.000
2010.00,7.00000,20.0000,14.0000,27.6900,0.340000,94.5700,973.240,90.9600,735.000,128.000,-999.000
2010.00,7.00000,20.0000,15.0000,27.2000,0.0500000,358.990,973.730,90.9600,735.000,128.000,-999.000
2010.00,7.00000,20.0000,16.0000,26.9600,0.0500000,358.990,974.900,90.9600,735.000,128.000,-999.000
2010.00,7.00000,20.0000,17.0000,26.8600,0.150000,313.540,975.290,90.9600,735.000,128.000,-999.000
2010.00,7.00000,20.0000,18.0000,26.5600,0.0500000,358.990,975.490,91.9400,735.000,128.000,-999.000
2010.00,7.00000,20.0000,19.0000,26.2700,0.0500000,40.8100,974.710,91.9400,735.000,128.000,-999.000
2010.00,7.00000,20.0000,20.0000,26.0800,0.0500000,358.990,974.220,91.9400,735.000,128.000,-999.000
2010.00,7.00000,20.0000,21.0000,25.9800,0.0500000,358.990,974.020,91.9400,735.000,128.000,-999.000
2010.00,7.00000,20.0000,22.0000,25.7800,0.0500000,358.990,973.630,92.9100,735.000,128.000,-999.000
2010.00,7.00000,20.0000,23.0000,25.5900,0.0500000,358.990,973.830,92.9100,735.000,128.000,-999.000
2010.00,7.00000,21.0000,0.000000,25.7800,0.0500000,358.990,974.020,93.9900,735.000,128.000,-999.000
2010.00,7.00000,21.0000,1.00000,25.6800,0.0500000,358.990,974.900,93.9900,735.000,128.000,-999.000
2010.00,7.00000,21.0000,2.00000,26.7600,0.0500000,358.990,975.100,92.9100,735.000,128.000,-999.000
2010.00,7.00000,21.0000,3.00000,27.9800,0.0500000,358.990,974.900,89.9800,735.000,128.000,-999.000
2010.00,7.00000,21.0000,4.00000,29.1500,0.240000,333.580,975.290,83.9200,735.000,128.000,-999.000
2010.00,7.00000,21.0000,5.00000,29.5900,0.0500000,358.990,975.590,80.9900,735.000,128.000,-999.000
2010.00,7.00000,21.0000,6.00000,30.9600,0.340000,252.930,975.680,82.9400,735.000,128.000,-999.000
2010.00,7.00000,21.0000,7.00000,31.7000,0.0500000,254.890,974.900,78.9300,735.000,128.000,-999.000
2010.00,7.00000,21.0000,8.00000,31.4500,0.0500000,358.990,974.510,78.9300,735.000,128.000,-999.000
2010.00,7.00000,21.0000,9.00000,32.5800,0.0500000,187.930,973.530,74.9300,735.000,128.000,-999.000
2010.00,7.00000,21.0000,10.0000,32.1800,0.0500000,358.990,973.440,73.9500,735.000,128.000,-999.000
2010.00,7.00000,21.0000,11.0000,30.9600,0.0500000,358.990,973.340,75.9000,735.000,128.000,-999.000
2010.00,7.00000,21.0000,12.0000,30.8700,0.240000,314.520,972.950,75.9000,735.000,128.000,-999.000
2010.00,7.00000,21.0000,13.0000,29.8900,0.0500000,358.990,973.340,75.9000,735.000,128.000,-999.000
2010.00,7.00000,21.0000,14.0000,29.2500,0.0500000,358.990,974.120,78.9300,735.000,128.000,-999.000
2010.00,7.00000,21.0000,15.0000,28.3700,0.0500000,358.990,974.800,83.9200,735.000,128.000,-999.000
2010.00,7.00000,21.0000,16.0000,28.2700,0.150000,100.930,975.490,85.9700,735.000,128.000,-999.000
2010.00,7.00000,21.0000,17.0000,27.8800,1.12000,98.9700,975.390,86.9500,735.000,128.000,-999.000
2010.00,7.00000,21.0000,18.0000,27.7900,0.730000,117.550,975.780,85.9700,735.000,128.000,-999.000
2010.00,7.00000,21.0000,19.0000,27.4900,1.32000,124.880,975.590,86.9500,735.000,128.000,-999.000
2010.00,7.00000,21.0000,20.0000,26.9600,1.12000,111.680,974.120,86.9500,735.000,128.000,-999.000
2010.00,7.00000,21.0000,21.0000,26.3700,0.340000,84.8000,973.830,89.9800,735.000,128.000,-999.000
2010.00,7.00000,21.0000,22.0000,26.1700,0.730000,92.6200,973.630,89.9800,735.000,128.000,-999.000
2010.00,7.00000,21.0000,23.0000,25.8800,0.640000,114.610,973.920,90.9600,735.000,128.000,-999.000
2010.00,7.00000,22.0000,0.000000,25.8800,0.240000,96.5300,974.710,90.9600,735.000,128.000,-999.000
2010.00,7.00000,22.0000,1.00000,26.0800,1.32000,92.6200,975.200,89.9800,735.000,128.000,-999.000
2010.00,7.00000,22.0000,2.00000,26.8600,1.03000,79.9100,975.780,88.9100,735.000,128.000,-999.000
2010.00,7.00000,22.0000,3.00000,27.5900,1.03000,102.880,976.080,85.0000,735.000,128.000,-999.000
2010.00,7.00000,22.0000,4.00000,28.5700,0.240000,30.5500,976.270,81.9600,735.000,128.000,-999.000
2010.00,7.00000,22.0000,5.00000,28.5700,1.12000,128.790,977.050,80.9900,735.000,128.000,-999.000
2010.00,7.00000,22.0000,6.00000,28.6700,0.440000,85.7800,977.050,82.9400,735.000,128.000,-999.000
2010.00,7.00000,22.0000,7.00000,30.3800,0.930000,101.910,976.660,74.9300,735.000,128.000,-999.000
2010.00,7.00000,22.0000,8.00000,31.1600,0.540000,227.520,975.780,72.9700,735.000,128.000,-999.000
2010.00,7.00000,22.0000,9.00000,31.4500,0.240000,148.830,974.800,71.9900,735.000,128.000,-999.000
2010.00,7.00000,22.0000,10.0000,31.4500,0.340000,254.890,974.320,72.9700,735.000,128.000,-999.000
2010.00,7.00000,22.0000,11.0000,31.6000,1.12000,106.790,974.220,70.9200,735.000,128.000,-999.000
2010.00,7.00000,22.0000,12.0000,31.6000,1.32000,98.0000,973.630,71.9900,735.000,128.000,-999.000
2010.00,7.00000,22.0000,13.0000,30.6700,0.0500000,291.540,974.120,73.9500,735.000,128.000,-999.000
2010.00,7.00000,22.0000,14.0000,29.7900,0.0500000,142.960,974.900,75.9000,735.000,128.000,-999.000
2010.00,7.00000,22.0000,15.0000,29.5000,0.0500000,358.990,975.880,78.9300,735.000,128.000,-999.000
2010.00,7.00000,22.0000,16.0000,29.1500,0.0500000,358.990,976.370,83.9200,735.000,128.000,-999.000
2010.00,7.00000,22.0000,17.0000,28.6700,0.150000,116.570,976.270,82.9400,735.000,128.000,-999.000
2010.00,7.00000,22.0000,18.0000,28.3700,0.0500000,323.800,975.590,85.0000,735.000,128.000,-999.000
2010.00,7.00000,22.0000,19.0000,27.9800,0.150000,71.6000,975.490,85.9700,735.000,128.000,-999.000
2010.00,7.00000,22.0000,20.0000,27.6900,0.0500000,358.990,975.390,85.9700,735.000,128.000,-999.000
2010.00,7.00000,22.0000,21.0000,27.4900,0.0500000,358.990,974.800,87.9300,735.000,128.000,-999.000
2010.00,7.00000,22.0000,22.0000,27.3000,0.0500000,358.990,974.610,88.9100,735.000,128.000,-999.000
2010.00,7.00000,22.0000,23.0000,27.3900,0.150000,93.6000,974.800,89.9800,735.000,128.000,-999.000
2010.00,7.00000,23.0000,2.00000,28.0800,0.0500000,358.990,975.200,89.9800,735.000,128.000,-999.000
2010.00,7.00000,23.0000,3.00000,28.5700,0.150000,62.8100,975.490,87.9300,735.000,128.000,-999.000
2010.00,7.00000,23.0000,4.00000,29.0600,0.0500000,358.990,975.200,85.0000,735.000,128.000,-999.000
2010.00,7.00000,23.0000,5.00000,28.8600,0.0500000,166.910,975.200,82.9400,735.000,128.000,-999.000
2010.00,7.00000,23.0000,6.00000,28.8600,0.0500000,358.990,974.900,90.9600,743.000,128.000,-999.000
2010.00,7.00000,23.0000,7.00000,31.7000,0.150000,207.970,974.220,81.9600,743.000,128.000,-999.000
2010.00,7.00000,23.0000,8.00000,33.0600,0.0500000,260.750,973.530,74.9300,743.000,128.000,-999.000
2010.00,7.00000,23.0000,9.00000,33.7000,0.0500000,320.870,972.560,71.9900,743.000,128.000,-999.000
2010.00,7.00000,24.0000,9.00000,31.7000,0.0500000,58.9000,970.010,73.9500,743.000,128.000,-999.000
2010.00,7.00000,24.0000,10.0000,33.9000,0.440000,315.980,969.130,69.9400,743.000,128.000,-999.000
2010.00,7.00000,24.0000,11.0000,33.1600,0.0500000,358.990,968.940,69.9400,743.000,128.000,-999.000
2010.00,7.00000,24.0000,12.0000,32.1800,0.150000,114.610,969.130,71.9900,743.000,128.000,-999.000
2010.00,7.00000,24.0000,13.0000,31.3500,0.0500000,358.990,969.130,72.9700,743.000,128.000,-999.000
2010.00,7.00000,24.0000,14.0000,30.7700,0.0500000,358.990,969.620,75.9000,743.000,128.000,-999.000
2010.00,7.00000,24.0000,15.0000,30.9600,0.240000,149.800,970.500,76.9800,743.000,128.000,-999.000
2010.00,7.00000,24.0000,16.0000,29.6900,0.440000,88.7100,970.890,79.9100,743.000,128.000,-999.000
2010.00,7.00000,24.0000,17.0000,29.5000,0.0500000,358.990,970.500,81.9600,743.000,128.000,-999.000
2010.00,7.00000,24.0000,18.0000,29.1500,0.0500000,102.880,970.990,81.9600,743.000,128.000,-999.000
2010.00,7.00000,24.0000,19.0000,28.8600,0.150000,223.610,970.890,83.9200,743.000,128.000,-999.000
2010.00,7.00000,24.0000,20.0000,28.4700,0.0500000,358.990,970.800,83.9200,743.000,128.000,-999.000
2010.00,7.00000,24.0000,21.0000,28.2700,0.0500000,116.570,970.310,85.0000,743.000,128.000,-999.000
2010.00,7.00000,24.0000,22.0000,27.9800,0.0500000,358.990,970.410,86.9500,743.000,128.000,-999.000
2010.00,7.00000,24.0000,23.0000,27.7900,0.0500000,120.970,970.700,88.9100,743.000,128.000,-999.000
2010.00,7.00000,25.0000,0.000000,27.5900,0.0500000,358.990,970.990,88.9100,743.000,128.000,-999.000
2010.00,7.00000,25.0000,1.00000,27.7900,0.0500000,266.620,971.290,88.9100,743.000,128.000,-999.000
2010.00,7.00000,25.0000,2.00000,28.1800,0.0500000,358.990,971.580,88.9100,743.000,128.000,-999.000
2010.00,7.00000,25.0000,3.00000,28.5700,0.0500000,358.990,971.770,87.9300,743.000,128.000,-999.000
2010.00,7.00000,25.0000,4.00000,29.2500,0.150000,317.940,971.770,85.9700,743.000,128.000,-999.000
2010.00,7.00000,25.0000,5.00000,31.1600,0.730000,111.680,972.070,79.9100,743.000,128.000,-999.000
2010.00,7.00000,25.0000,6.00000,31.9900,0.240000,111.680,971.680,75.9000,743.000,128.000,-999.000
2010.00,7.00000,25.0000,7.00000,32.9700,0.540000,318.910,971.190,70.9200,743.000,128.000,-999.000
2010.00,7.00000,25.0000,8.00000,30.9600,0.730000,278.840,970.410,74.9300,743.000,128.000,-999.000
2010.00,7.00000,25.0000,9.00000,29.7900,0.150000,218.720,969.530,79.9100,743.000,128.000,-999.000
2010.00,7.00000,25.0000,10.0000,32.5800,0.0500000,119.990,968.940,72.9700,743.000,128.000,-999.000
2010.00,7.00000,25.0000,11.0000,31.9900,0.150000,214.810,968.160,72.9700,743.000,128.000,-999.000
2010.00,7.00000,25.0000,12.0000,31.8900,0.0500000,358.990,968.060,73.9500,743.000,128.000,-999.000
2010.00,7.00000,25.0000,13.0000,31.2600,0.0500000,358.990,968.650,74.9300,743.000,128.000,-999.000
2010.00,7.00000,25.0000,14.0000,30.1800,0.0500000,358.990,969.230,78.9300,743.000,128.000,-999.000
2010.00,7.00000,25.0000,15.0000,29.7900,0.0500000,358.990,970.010,81.9600,743.000,128.000,-999.000
2010.00,7.00000,25.0000,16.0000,30.0800,0.0500000,358.990,970.990,83.9200,743.000,128.000,-999.000
2010.00,7.00000,25.0000,17.0000,29.8900,0.0500000,358.990,971.580,82.9400,743.000,128.000,-999.000
2010.00,7.00000,25.0000,18.0000,29.4000,0.0500000,358.990,971.480,83.9200,743.000,128.000,-999.000
2010.00,7.00000,25.0000,19.0000,29.4000,0.0500000,358.990,971.090,85.0000,743.000,128.000,-999.000
2010.00,7.00000,25.0000,20.0000,29.5900,0.0500000,129.770,970.800,85.0000,743.000,128.000,-999.000
2010.00,7.00000,25.0000,21.0000,29.4000,0.0500000,358.990,970.410,86.9500,743.000,128.000,-999.000
2010.00,7.00000,25.0000,22.0000,29.0600,0.0500000,358.990,970.410,85.9700,743.000,128.000,-999.000
2010.00,7.00000,25.0000,23.0000,28.8600,0.0500000,358.990,970.800,85.9700,743.000,128.000,-999.000
2010.00,7.00000,26.0000,0.000000,28.3700,0.0500000,358.990,970.800,86.9500,743.000,128.000,-999.000
2010.00,7.00000,26.0000,1.00000,28.3700,0.0500000,358.990,971.380,86.9500,743.000,128.000,-999.000
2010.00,7.00000,26.0000,2.00000,30.5700,0.0500000,335.530,971.680,80.9900,743.000,128.000,-999.000
2010.00,7.00000,26.0000,3.00000,31.4500,1.12000,153.710,972.460,73.9500,743.000,128.000,-999.000
2010.00,7.00000,26.0000,4.00000,32.0900,0.340000,129.770,972.460,70.9200,743.000,128.000,-999.000
2010.00,7.00000,26.0000,5.00000,33.1600,0.830000,120.970,972.460,66.9100,743.000,128.000,-999.000
2010.00,7.00000,26.0000,6.00000,33.5500,1.12000,124.880,972.460,65.9300,743.000,128.000,-999.000
2010.00,7.00000,26.0000,7.00000,33.7000,1.42000,95.5500,971.970,62.9000,743.000,128.000,-999.000
2010.00,7.00000,26.0000,8.00000,34.4800,1.32000,79.9100,971.580,63.9800,743.000,128.000,-999.000
2010.00,7.00000,26.0000,9.00000,34.3800,0.640000,204.550,970.990,63.9800,743.000,128.000,-999.000
2010.00,7.00000,26.0000,10.0000,34.0900,1.32000,163.980,970.410,57.9200,743.000,128.000,-999.000
2010.00,7.00000,26.0000,11.0000,34.4800,1.52000,219.700,970.010,59.9700,743.000,128.000,-999.000
2010.00,7.00000,26.0000,12.0000,33.7000,0.340000,86.7500,970.210,61.9300,743.000,128.000,-999.000
2010.00,7.00000,26.0000,13.0000,32.8700,0.640000,123.900,970.700,64.9600,743.000,128.000,-999.000
2010.00,7.00000,26.0000,14.0000,32.1800,0.440000,129.770,971.480,65.9300,743.000,128.000,-999.000
2010.00,7.00000,26.0000,15.0000,31.7000,0.240000,24.6800,972.070,67.9900,743.000,128.000,-999.000
2010.00,7.00000,26.0000,16.0000,31.2600,0.540000,247.560,972.560,70.9200,743.000,128.000,-999.000
2010.00,7.00000,26.0000,17.0000,30.8700,0.340000,96.5300,972.950,71.9900,743.000,128.000,-999.000
2010.00,7.00000,26.0000,18.0000,30.4700,0.440000,265.640,973.530,73.9500,743.000,128.000,-999.000
2010.00,7.00000,26.0000,19.0000,29.9900,0.830000,86.7500,973.240,75.9000,743.000,128.000,-999.000
2010.00,7.00000,26.0000,20.0000,29.5900,0.150000,296.920,972.950,76.9800,743.000,128.000,-999.000
2010.00,7.00000,26.0000,21.0000,29.5000,1.32000,232.890,972.850,76.9800,743.000,128.000,-999.000
2010.00,7.00000,26.0000,22.0000,28.9600,0.640000,221.650,972.560,79.9100,743.000,128.000,-999.000
2010.00,7.00000,26.0000,23.0000,28.9600,1.32000,180.600,972.750,79.9100,743.000,128.000,-999.000
2010.00,7.00000,27.0000,0.000000,27.4900,2.00000,202.590,973.440,85.0000,743.000,128.000,-999.000
2010.00,7.00000,27.0000,1.00000,26.9600,0.830000,200.640,974.410,86.9500,743.000,128.000,-999.000
2010.00,7.00000,27.0000,2.00000,26.2700,0.730000,207.970,975.100,90.9600,744.000,128.000,-999.000
2010.00,7.00000,27.0000,3.00000,25.7800,1.03000,146.870,975.490,93.9900,764.000,128.000,-999.000
2010.00,7.00000,27.0000,4.00000,26.2700,0.930000,226.540,975.290,93.9900,764.000,128.000,-999.000
2010.00,7.00000,27.0000,5.00000,26.9600,0.540000,340.910,975.290,90.9600,765.000,128.000,-999.000
2010.00,7.00000,29.0000,11.0000,31.4500,0.440000,153.710,973.340,72.9700,0.000000,128.000,-999.000
2010.00,7.00000,29.0000,12.0000,30.5700,0.240000,240.710,972.850,76.9800,0.000000,128.000,-999.000
2010.00,8.00000,6.00000,10.0000,34.9700,0.0500000,274.930,977.540,61.9300,0.000000,128.000,-999.000
2010.00,8.00000,6.00000,11.0000,35.0700,0.340000,94.5700,976.960,56.9400,0.000000,128.000,-999.000
2010.00,8.00000,7.00000,7.00000,32.6700,0.640000,176.690,979.110,67.9900,0.000000,128.000,-999.000
2010.00,8.00000,7.00000,10.0000,33.9900,0.340000,255.870,976.370,63.9800,0.000000,128.000,-999.000
2010.00,8.00000,7.00000,11.0000,33.8000,0.240000,73.5600,975.880,62.9000,0.000000,128.000,-999.000
2010.00,8.00000,8.00000,6.00000,33.3600,0.340000,78.9300,977.640,64.9600,0.000000,128.000,-999.000
2010.00,8.00000,8.00000,7.00000,33.7000,0.440000,123.900,976.960,63.9800,0.000000,128.000,-999.000
2010.00,8.00000,8.00000,8.00000,33.9000,0.240000,123.900,976.370,62.9000,0.000000,128.000,-999.000
2010.00,8.00000,8.00000,9.00000,34.5800,0.640000,145.890,975.680,59.9700,0.000000,128.000,-999.000
2010.00,8.00000,8.00000,10.0000,34.5800,0.440000,139.540,974.900,60.9500,0.000000,128.000,-999.000
2010.00,8.00000,9.00000,6.00000,33.8000,0.0500000,358.990,976.860,64.9600,0.000000,128.000,-999.000
2010.00,8.00000,9.00000,7.00000,34.1900,0.150000,316.960,976.660,64.9600,0.000000,128.000,-999.000
2010.00,8.00000,9.00000,8.00000,34.7800,0.0500000,332.600,975.590,61.9300,0.000000,128.000,-999.000
2010.00,8.00000,9.00000,11.0000,33.9900,1.22000,89.6900,973.630,63.9800,0.000000,128.000,-999.000
2010.00,8.00000,10.0000,6.00000,35.1700,0.0500000,251.960,977.540,59.9700,0.000000,128.000,-999.000
2010.00,8.00000,10.0000,22.0000,27.0500,0.0500000,358.990,975.290,82.9400,0.000000,128.000,-999.000
2010.00,8.00000,15.0000,6.00000,31.7900,0.340000,156.650,979.010,79.9100,0.000000,128.000,-999.000
2010.00,8.00000,17.0000,9.00000,32.9700,0.830000,208.940,974.020,72.9700,0.000000,128.000,-999.000
2010.00,8.00000,17.0000,10.0000,33.8000,0.340000,209.920,973.140,68.9600,0.000000,128.000,-999.000
2010.00,8.00000,26.0000,5.00000,27.9800,0.0500000,317.940,980.770,86.9500,0.000000,128.000,-999.000
2010.00,8.00000,26.0000,10.0000,32.6700,0.0500000,358.990,977.640,72.9700,0.000000,128.000,-999.000
2010.00,8.00000,28.0000,2.00000,27.6900,0.0500000,358.990,978.030,94.9700,0.000000,128.000,-999.000
2010.00,8.00000,28.0000,3.00000,27.7900,0.0500000,358.990,978.320,92.9100,0.000000,128.000,-999.000
